Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
YMXGWWIQ,journalArticle,2016,"Taylor, N.W.; Searcy, J.K.; Jones, P.H.",Multifamily energy-efficiency retrofit programs: a Florida case study,Energy Efficiency,,,10.1007/s12053-015-9367-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932181861&doi=10.1007%2fs12053-015-9367-x&partnerID=40&md5=d362e7e9a5c335cc14af404c24752c9e,,2016,18/03/2023 17:44,18/03/2023 17:56,,385-400,,2,9,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9PF5MNV,conferencePaper,2022,"Buchholz, M.; Enseling, A.; Lützkendorf, T.",Trends in the cost-benefit analysis of energy efficiency measures as part of the renovation wave,,,,10.1088/1755-1315/1085/1/012043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140046614&doi=10.1088%2f1755-1315%2f1085%2f1%2f012043&partnerID=40&md5=7a2cda7f9ce1a99a8dbaaf417eb9b190,,2022,18/03/2023 17:44,18/03/2023 17:44,,45DUMMY,,,1085,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IOP Conference Series: Earth and Environmental Science,,,,,,,,,,,,,,,
FQD9B82I,journalArticle,2013,"Fang, C.-Y.; Hu, J.-L.; Lou, T.-K.",Environment-adjusted total-factor energy efficiency of Taiwan's service sectors,Energy Policy,,,10.1016/j.enpol.2013.07.124,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887197274&doi=10.1016%2fj.enpol.2013.07.124&partnerID=40&md5=00197766a2caa935256387eedcfb0507,,2013,18/03/2023 17:44,18/03/2023 17:52,,1160-1168,,,63,,,,,,,,,,,,,Scopus,,,,,,,,Energy consumption; Energy conservation; Data envelopment analysis; Energy industries; Service industries; Capital stock; Environment-adjusted total-factor energy efficiency (EATFEE); Industrial productivity; Panel random-effects Tobit regression; Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4SMHM2K,conferencePaper,2003,"Olofsson, T.; Johnsson, E.",Computation of variations in net profit due to energy efficiency measures,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942677001&partnerID=40&md5=9a4372efc07d89b57b26ee9d6d48c9cf,,2003,18/03/2023 17:44,18/03/2023 17:48,,329-339,,,7,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sustainable World,,,,,,,,,,,,,,,
6D47GNXU,bookSection,2017,"Chegut, A.; Holtermans, R.; Tausendschoen, I.",Innovation in the built environment: Energy efficiency and commercial real estate,Energy Efficiency and the Future of Real Estate,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034757235&doi=10.1057%2f978-1-137-57446-6_4&partnerID=40&md5=4d1fa0bc98a85aaa69dbe798dab6a9c5,,2017,18/03/2023 17:44,18/03/2023 17:54,,55-80,,,,,,,,,,,,,,,,Scopus,,,,,,,,Nonagricultural and Nonresidential Real Estate Markets R33; Energy: Demand and Supply; Prices Q41; Environmental Economics: Government Policy Q58; Environmental Economics: Technological Innovation Q55; Innovation and Invention: Processes and Incentives O31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4PPSMHDV,conferencePaper,2012,"Buonicore, A.J.",Energy efficiency in the commercial real estate industry,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874501610&partnerID=40&md5=3b678f8c4e9b4e0be9db00117559f3ed,,2012,18/03/2023 17:44,18/03/2023 17:44,,1236-1250,,,2,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World Energy Engineering Congress 2012, WEEC 2012",,,,,,,,,,,,,,,
C558DI6W,conferencePaper,2013,"Behere, S.",Data center energy efficiency,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890259876&partnerID=40&md5=d2e776ecbbb2c055f81f5cea9bb9f1ec,,2013,18/03/2023 17:44,18/03/2023 17:44,,366-398,,,,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31st West Coast Energy Management Congress, EMC 2013",,,,,,,,,,,,,,,
JM2VXBCB,journalArticle,2021,"Gui, X.; Gou, Z.",Understanding green building energy performance in the context of commercial estates: A multi-year and cross-region analysis using the Australian commercial building disclosure database,Energy,,,10.1016/j.energy.2021.119988,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100380972&doi=10.1016%2fj.energy.2021.119988&partnerID=40&md5=e9d69bc290865c7f22537af4d9bb3d98,,2021,18/03/2023 17:44,18/03/2023 18:05,,,,,222,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNI295Q,journalArticle,2020,"Encinas, F.; Marmolejo-Duarte, C.; Aguirre-Nuñez, C.; Vergara-Perucich, F.",When residential energy labeling becomes irrelevant: Sustainability vs. profitability in the liberalized chilean property market,Sustainability (Switzerland),,,10.3390/su12229638,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096164562&doi=10.3390%2fsu12229638&partnerID=40&md5=62b989c804e8155d466fe7a896bb0404,,2020,18/03/2023 17:44,18/03/2023 18:05,,Jan-17,,22,12,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J9JYJS6K,journalArticle,1990,"Horowitz, M.J.; Haeri, H.",Economic efficiency v energy efficiency. Do model conservation standards make good sense?,Energy Economics,,,10.1016/0140-9883(90)90046-I,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025015515&doi=10.1016%2f0140-9883%2890%2990046-I&partnerID=40&md5=4a9a10a6413aaa5ed751e276777124c9,,1990,18/03/2023 17:44,18/03/2023 17:50,,122-131,,2,12,,,,,,,,,,,,,Scopus,,,,,,,,Energy 7230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69WFZ86K,conferencePaper,2019,"Trukhina, N.; Barinov, V.; Andryunina, Y.; Panenkov, A.; Voytolovskiy, N.",Innovation and certification as the basis for the development of energy-efficient construction,,,,10.1051/e3sconf/201911002125,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070907745&doi=10.1051%2fe3sconf%2f201911002125&partnerID=40&md5=e1fdc20f2250a709098c7670909a5143,,2019,18/03/2023 17:44,18/03/2023 17:54,,,,,110,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E3S Web of Conferences,,,,,,,,,,,,,,,
A6Z44TLK,journalArticle,1987,"Gilson, Paul D.",INNOVATIVE HVAC SYSTEM DESIGN CONCEPTS AND CHALLENGES TO ENERGY EFFICIENCY.,Energy Engineering: Journal of the Association of Energy Engineering,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023326613&partnerID=40&md5=cefc1fe6791c60d1ae4b566ce3e8b18d,,1987,18/03/2023 17:44,18/03/2023 17:44,,51-63,,3,84,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAIHGI8H,journalArticle,2007,,Clinton announces green partnerships,"HPAC Heating, Piping, AirConditioning Engineering",,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349182436&partnerID=40&md5=670797c5828d5189075adf72483b8c80,,2007,18/03/2023 17:44,18/03/2023 17:44,,08-Oct,,12,79,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I8YCVW2I,journalArticle,2020,"Shang, L.; Lee, H.W.; Dermisi, S.; Choe, Y.",Impact of energy benchmarking and disclosure policy on office buildings,Journal of Cleaner Production,,,10.1016/j.jclepro.2019.119500,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076245144&doi=10.1016%2fj.jclepro.2019.119500&partnerID=40&md5=db2866d8ce27c976ffd0155153540f98,,2020,18/03/2023 17:44,18/03/2023 17:53,,,,,250,,,,,,,,,,,,,Scopus,,,,,,,,Building energy efficiency; Energy consumption; Real property; Energy Star (Program); Office buildings; Building energy benchmarking and disclosure policies; Building failures; Building performance; Chicago (Ill.); Metropolis; Time series analysis; Time series modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URGMQDPM,journalArticle,2019,"Encinas, F.; Marmolejo-Duarte, C.; Wagemann, E.; Aguirre, C.",Energy-efficient real estate or how it is perceived by potential homebuyers in four Latin American countries,Sustainability (Switzerland),,,10.3390/su11133531,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068739892&doi=10.3390%2fsu11133531&partnerID=40&md5=bddd73d6db9f846308bb76c13da961dc,,2019,18/03/2023 17:44,18/03/2023 17:52,,,,13,11,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I5UY6C6D,book,2016,"Cook, N.; Davison, A.; Crabtree, L.","Housing and home unbound: Intersections in economics, environment and politics in Australia",,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040324412&doi=10.4324%2f9781315669342&partnerID=40&md5=571ee8ccc4ed4f32555c34915d0dbd09,,2016,18/03/2023 17:44,18/03/2023 17:44,,,1,,,,,,"Housing and Home Unbound: Intersections in economics, environment and politics in Australia",,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YFFL3T9R,book,2021,"Del Giudice, V.; Massimo, D.E.; Salvo, F.; De Paola, P.; De Ruggiero, M.; Musolino, M.",Market price premium for green buildings: A review of empirical evidence. case study,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091286382&doi=10.1007%2f978-3-030-48279-4_115&partnerID=40&md5=86f3b64947143db172d16eef9c58013c,,2021,18/03/2023 17:44,18/03/2023 17:44,,,1237,,178 SIST,,,,"Smart Innovation, Systems and Technologies",,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X4BGYUIW,book,2018,"Piraccini, S.",Is the passive house right for us? (Follow the money),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033718001&doi=10.1007%2f978-3-319-69938-7_2&partnerID=40&md5=d974f85ba658af5b3427e2dc47838914,,2018,18/03/2023 17:44,18/03/2023 17:44,,,11,,0,,,,Green Energy and Technology,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWJ93XEE,journalArticle,2017,"Hache, E.; Leboullenger, D.; Mignon, V.",Beyond average energy consumption in the French residential housing market: A household classification approach,Energy Policy,,,10.1016/j.enpol.2017.04.038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017949767&doi=10.1016%2fj.enpol.2017.04.038&partnerID=40&md5=670e92259cfb65241358cad07e1c57ca,,2017,18/03/2023 17:44,18/03/2023 17:47,,82-95,,,107,,,,,,,,,,,,,Scopus,,,,,,,,France; Q48; Energy consumption; Greenhouse gas mitigation; C38; Chi-squared test; Clustering method; Electric power consumption; Electric power distribution grids; Greenhouse gas protocol; Greenhouse gases prevention; I32; Residential sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPHK93ZQ,conferencePaper,2019,"Novak, E.; Vcelak, J.",Building Integrated Photovoltaics (BIPV) in Line with Historic Buildings and Their Heritage Protection,,,,10.1088/1755-1315/290/1/012157,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068763527&doi=10.1088%2f1755-1315%2f290%2f1%2f012157&partnerID=40&md5=eca764b8bbb49e727812340b984a2169,,2019,18/03/2023 17:44,18/03/2023 17:44,,,,,290,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IOP Conference Series: Earth and Environmental Science,,,,,,,,,,,,,,,
J5AX9PIH,journalArticle,2017,"Taltavull, P.; Anghel, I.; Ciora, C.",Impact of energy performance on transaction prices: Evidence from the apartment market in Bucharest,Journal of European Real Estate Research,,,10.1108/JERER-12-2016-0046,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019883854&doi=10.1108%2fJERER-12-2016-0046&partnerID=40&md5=1b0fbcdb1a9fa24192c8b5ece0c3917b,,2017,18/03/2023 17:44,18/03/2023 17:53,,57-72,,1,10,,,,,,,,,,,,,Scopus,,,,,,,,Energy: Demand and Supply; Prices Q41; Housing Supply and Markets R31; Size and Spatial Distributions of Regional Economic Activity R12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UJB6I8BN,conferencePaper,2020,"Syahputri, K.; Mukhlidani, P.; Sari, R.M.; Rizkya, I.",Optimization of Sei Wampu Dam Project Schedule Using Critical Path Method,,,,10.1088/1757-899X/851/1/012054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086776611&doi=10.1088%2f1757-899X%2f851%2f1%2f012054&partnerID=40&md5=4ff399373abbcd680c5c227557ebb8f4,,2020,18/03/2023 17:44,18/03/2023 17:44,,,,,851,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IOP Conference Series: Materials Science and Engineering,,,,,,,,,,,,,,,
CDW4RYZI,conferencePaper,2014,,Proceedings of the 17th International Symposium on Advancement of Construction Management and Real Estate,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903952315&partnerID=40&md5=04f20b496ccf8aa9986721b0cdd6d605,,2014,18/03/2023 17:44,18/03/2023 17:44,,,,,,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 17th International Symposium on Advancement of Construction Management and Real Estate,,,,,,,,,,,,,,,
RR55E3YV,journalArticle,2018,"Zhang, L.; Li, Y.; Stephenson, R.; Ashuri, B.",Valuation of energy efficient certificates in buildings,Energy and Buildings,,,10.1016/j.enbuild.2017.11.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034569831&doi=10.1016%2fj.enbuild.2017.11.014&partnerID=40&md5=2184e98a5049f8747a7f69005b91317e,,2018,18/03/2023 17:44,18/03/2023 18:05,,1226-1240,,,158,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95FA6N6K,journalArticle,2017,"De Ruggiero, M.; Forestiero, G.; Manganelli, B.; Salvo, F.",Buildings energy performance in a market comparison approach,Buildings,,,10.3390/buildings7010016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014109334&doi=10.3390%2fbuildings7010016&partnerID=40&md5=e2bfe32ce95f33a4ce7d2831325f3f1a,,2017,18/03/2023 17:44,18/03/2023 17:47,,,,1,7,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJ2KDKRE,conferencePaper,2017,"Pryadko, I.",Energy efficiency in urban management: Russian and world experience,,,,10.1088/1755-1315/90/1/012055,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034957899&doi=10.1088%2f1755-1315%2f90%2f1%2f012055&partnerID=40&md5=97dfd1cc66270977db5595c9a61309f1,,2017,18/03/2023 17:44,18/03/2023 17:51,,,,,90,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IOP Conference Series: Earth and Environmental Science,,,,,,,,,,,,,,,
CFE7INRE,conferencePaper,2017,"Meshcheryakova, T.","Problems of the development of international standards of ""green building"" in Russia",,,,10.1088/1755-1315/90/1/012118,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034955297&doi=10.1088%2f1755-1315%2f90%2f1%2f012118&partnerID=40&md5=d13ebaa27d81ef77cb5c6645ef0526f9,,2017,18/03/2023 17:44,18/03/2023 17:56,,,,,90,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IOP Conference Series: Earth and Environmental Science,,,,,,,,,,,,,,,
JNQL9J7X,journalArticle,2021,"Paiho, S.; Saastamoinen, H.; Karjalainen, S.",Promoting energy services in offices: How do office workers see their role?,Journal of Building Engineering,,,10.1016/j.jobe.2020.101602,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087328964&doi=10.1016%2fj.jobe.2020.101602&partnerID=40&md5=3c401e1ac5fd1a7df915622641d38128,,2021,18/03/2023 17:44,18/03/2023 17:56,,,,,33,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V6A9GSGI,journalArticle,2017,"Freybote, J.; Qian, L.","Corporate real estate, stock market valuation and the reputational effects of eco-certification",Journal of Property Research,,,10.1080/09599916.2017.1372508,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029709716&doi=10.1080%2f09599916.2017.1372508&partnerID=40&md5=8ad060ea46de0d632adc4aba3e8c5466,,2017,18/03/2023 17:44,18/03/2023 17:48,,163-180,,3,34,,,,,,,,,,,,,Scopus,,,,,,,,Valuation of real property; Corporate real estate investment; Commercial building energy consumption; Corporate real estate management; corporate strategy; Energy Star certification; LEED certification; retail real estate; Retail stores; Stock exchanges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KT5SLS2G,conferencePaper,2021,"Park, J.; Hong, W.",Antenna-on-Display and Antenna-in-Package Technologies for beyond 5G Cellular Handsets: State of the Art and Prospects,,,,10.1109/RFIT52905.2021.9565249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118161085&doi=10.1109%2fRFIT52905.2021.9565249&partnerID=40&md5=b439de842449299861c3caba834d9d92,,2021,18/03/2023 17:44,18/03/2023 17:44,,,,,,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2021 IEEE International Symposium on Radio-Frequency Integration Technology, RFIT 2021",,,,,,,,,,,,,,,
WGQGIVIC,journalArticle,2011,"Headen, R.C.; Bloomfield, S.W.; Warnock, M.; Bell, C.",Property Assessed Clean Energy Financing: The Ohio Story,Electricity Journal,,,10.1016/j.tej.2010.11.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551594794&doi=10.1016%2fj.tej.2010.11.004&partnerID=40&md5=a51afc52755da9fc5640daa4e04031f3,,2011,18/03/2023 17:44,18/03/2023 17:44,,47-56,,1,24,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFMVFYGV,journalArticle,1995,"Stroot, Peter G.; Nemeth, Robert J.; Fournier Jr., Donald F.",Pollution reduction through energy conservation,Strategic Planning for Energy and the Environment,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029313696&partnerID=40&md5=7200b4b90ab357ccea4a64cad8fe915f,,1995,18/03/2023 17:44,18/03/2023 17:44,,43-54,,1,15,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XMV4M2TB,conferencePaper,1983,"Bailey, Gary; Farlow, Gary; Heibein, Stephen; Johnson, Bruce; McLaurin, Meg; Nicklas, Michael",BETTER UNDERSTANDING OF THE POTENTIAL PASSIVE SOLAR MARKET.,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020991357&partnerID=40&md5=0012ae42ffc540a7882c86a0031fa476,,1983,18/03/2023 17:44,18/03/2023 17:44,,355-360,,,,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGXJFVFZ,journalArticle,2018,"Weston, T.A.","The implications of durability, resilience and energy efficiency on the advancement of water management in wall assemblies",Advances in Civil Engineering Materials,,,10.1520/ACEM20170109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052067806&doi=10.1520%2fACEM20170109&partnerID=40&md5=fcb8701d9e34f19e3fb297692c26643f,,2018,18/03/2023 17:44,18/03/2023 18:04,,316-339,,1,7,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM8SVCH4,book,2021,"D’Alpaos, C.; Bragolusi, P.",The market price premium for residential pv plants,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091287195&doi=10.1007%2f978-3-030-48279-4_112&partnerID=40&md5=77a8d099a95cb5511b4c7df3d955600c,,2021,18/03/2023 17:44,18/03/2023 17:44,,,1208,,178 SIST,,,,"Smart Innovation, Systems and Technologies",,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9HIGU8UD,conferencePaper,2020,"Groß, M.; Kresteniti, A.; Lindauer, M.",A simplified calculation process of buildings' energy saving potential,,,,10.1088/1755-1315/410/1/012020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079638156&doi=10.1088%2f1755-1315%2f410%2f1%2f012020&partnerID=40&md5=9ac4ea163b13af712f264a6e25ea773b,,2020,18/03/2023 17:44,18/03/2023 17:46,,,,,410,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IOP Conference Series: Earth and Environmental Science,,,,,,,,,,,,,,,
PYMDL9U3,conferencePaper,2021,"Gorbaneva, E.; Mishchenko, V.; Sevryukova, K.; Ovchinnikova, E.",Using of a weighted directed acyclic graph for major repairs of real estate objects: The optimal combination of energy-efficient measures introduction,,,,10.1051/e3sconf/202125809051,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107300632&doi=10.1051%2fe3sconf%2f202125809051&partnerID=40&md5=ac77d27cb8159af3003c34d1d1c0ccf2,,2021,18/03/2023 17:44,18/03/2023 17:44,,,,,258,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E3S Web of Conferences,,,,,,,,,,,,,,,
8ACUIVBZ,book,2020,,"10th International Conference on Computer Science and its Applications, CSA 2018 and the 13th KIPS International Conference on Ubiquitous Information Technologies and Applications, CUTE 2018",,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076839075&partnerID=40&md5=d87e803d1340bbbecd440d9473bb59e8,,2020,18/03/2023 17:44,18/03/2023 17:44,,,,,536 LNEE,,,,Lecture Notes in Electrical Engineering,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7M3MTWVU,journalArticle,2013,"McKenna, R.; Merkel, E.; Fehrenbach, D.; Mehne, S.; Fichtner, W.",Energy efficiency in the German residential sector: A bottom-up building-stock-model-based analysis in the context of energy-political targets,Building and Environment,,,10.1016/j.buildenv.2013.01.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873887088&doi=10.1016%2fj.buildenv.2013.01.002&partnerID=40&md5=e420dd997d5a866bb6114e1625df3c27,,2013,18/03/2023 17:44,18/03/2023 17:50,,77-88,,,62,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF9NZMK,journalArticle,2023,"Kim, D.H.; Irakoze, A.",Identifying Market Segment for the Assessment of a Price Premium for Green Certified Housing: A Cluster Analysis Approach,Sustainability (Switzerland),,,10.3390/su15010507,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145550133&doi=10.3390%2fsu15010507&partnerID=40&md5=8223bd74989147471bc24934441eb411,,2023,18/03/2023 17:44,18/03/2023 17:53,,,,1,15,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XBPW43HT,journalArticle,2018,"Morano, P.; Tajani, F.; Di Liddo, F.; Guarnaccia, C.",The value of the energy retrofit in the Italian housing market: Two case-studies compared,WSEAS Transactions on Business and Economics,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047602629&partnerID=40&md5=77c42183bf67ac5e11b0eef9972cd7ae,,2018,18/03/2023 17:44,18/03/2023 18:04,,249-258,,,15,,,,,,,,,,,,,Scopus,,,,,,,,Energy: Demand and Supply; Prices Q41; Energy: Government Policy Q48; Housing Supply and Markets R31; Production Analysis and Firm Location: Government Policy R38; Alternative Energy Sources Q42; Industry Studies: Utilities and Transportation: Government Policy L98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZZDV5X85,conferencePaper,2018,"Korol, S.; Shushunova, N.; Shushunova, T.",Indicators of the resource efficiency development in Russia,,,,10.1051/matecconf/201819305075,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055351969&doi=10.1051%2fmatecconf%2f201819305075&partnerID=40&md5=921f8f56e9b9d610b912a09b4b9d0fb0,,2018,18/03/2023 17:44,18/03/2023 17:44,,,,,193,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATEC Web of Conferences,,,,,,,,,,,,,,,
P8M43JE4,journalArticle,2020,"Molina, G.; Donn, M.; Johnstone, M.-L.; MacGregor, C.",Green labels in housing: Further evidence on their effectiveness,Journal of Sustainable Real Estate,,,10.1080/19498276.2021.1957417,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113990336&doi=10.1080%2f19498276.2021.1957417&partnerID=40&md5=3bb4797a7b3e6ddab2d25211c6b48a4a,,2020,18/03/2023 17:44,18/03/2023 17:44,,69-83,,1,12,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIM2GRGI,journalArticle,2019,"D'Alpaos1, C.; Moretto, M.",Do Smart grid innovations affect real estate market values?,AIMS Energy,,,10.3934/energy.2019.2.141,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064167567&doi=10.3934%2fenergy.2019.2.141&partnerID=40&md5=b6c2186e647864d64dca6418229522c6,,2019,18/03/2023 17:44,18/03/2023 17:49,,141-150,,2,7,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
